uid,lat,long,base,duration,outcome,category,color
Humb114161,54.13,-0.11,Humberside,136,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb115161,54.11,-0.07,Humberside,137,Completed,Search (Only),"rgb(98,167,15)"
Humb116161,53.19,0.35,Humberside,21,Stood down,Rescue/ Recovery,"rgb(98,167,15)"
Humb117161,52.62,1.22,Humberside,615,Completed,Pre-arranged Transfer,"rgb(98,167,15)"
Humb118161,52.79,1.6,Humberside,167,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb119161,54.07,-0.2,Humberside,81,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb120161,52.89,1.4,Humberside,126,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb121161,53.46,1.73,Humberside,215,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb122161,54.09,-2.3,Humberside,202,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb123161,53.31,1.96,Humberside,231,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb124161,54.13,-0.16,Humberside,101,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb125161,54.75,0.0,Humberside,160,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb126161,52.77,-0.29,Humberside,40,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb127161,52.98,0.7,Humberside,87,Completed,Search (Only),"rgb(98,167,15)"
Humb128161,52.97,0.62,Humberside,35,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb129161,53.56,0.42,Humberside,30,Aborted-Technical,Search (Only),"rgb(98,167,15)"
Humb130161,53.56,0.42,Humberside,93,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb131161,52.79,1.59,Humberside,156,Completed,Support,"rgb(98,167,15)"
Humb132161,53.7,-0.87,Humberside,82,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb133161,52.9,1.9,Humberside,12,Stood Down,Search (Only),"rgb(98,167,15)"
Humb134161,53.05,1.02,Humberside,163,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb135161,53.12,-1.56,Humberside,143,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb136161,53.38,-1.84,Humberside,112,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb137161,53.51,-1.07,Humberside,99,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb138161,54.07,-2.16,Humberside,125,Completed,Rescue/ Recovery,"rgb(98,167,15)"
Humb139161,53.14,0.34,Humberside,12,Stood down,Search (Only),"rgb(98,167,15)"
Humb140161,53.39,2.0,Humberside,160,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb141161,54.48,-0.57,Humberside,149,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb142161,54.57,2.3,Humberside,124,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb143161,54.42,0.28,Humberside,163,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb144161,54.04,0.99,Humberside,161,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb145161,54.03,0.73,Humberside,95,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb146161,54.12,-0.07,Humberside,116,Stood down,Search (Only),"rgb(98,167,15)"
Humb147161,52.92,1.35,Humberside,135,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb148161,53.91,-0.15,Humberside,33,Complete,Support,"rgb(98,167,15)"
Humb149161,55.54,-1.6,Humberside,171,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb150161,53.91,-0.12,Humberside,110,Complete (Nothing Found),Search (Only),"rgb(98,167,15)"
Humb151161,53.8,-0.56,Humberside,59,Complete,Support,"rgb(98,167,15)"
Humb152161,53.8,-0.56,Humberside,26,Stood down,Search (Only),"rgb(98,167,15)"
Humb153161,53.22,0.35,Humberside,25,Stood down,Rescue/ Recovery,"rgb(98,167,15)"
Humb154161,52.68,1.7,Humberside,11,Stood down,Search (Only),"rgb(98,167,15)"
Humb155161,53.55,-0.44,Humberside,82,Re-tasked,Search (Only),"rgb(98,167,15)"
Humb156161,54.55,-2.98,Humberside,262,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb157161,54.98,-1.38,Humberside,105,Stood down,Rescue/ Recovery,"rgb(98,167,15)"
Humb158161,52.62,1.74,Humberside,21,Stood down,Rescue/ Recovery,"rgb(98,167,15)"
Humb159161,52.93,0.47,Humberside,90,Stood down,Search (Only),"rgb(98,167,15)"
Humb160161,52.74,0.17,Humberside,145,Stood down,Search (Only),"rgb(98,167,15)"
Humb161161,53.68,0.32,Humberside,114,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb162161,53.91,1.36,Humberside,153,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb163161,55.03,-1.43,Humberside,193,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb164161,53.19,2.86,Humberside,203,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb165161,53.74,1.77,Humberside,120,Complete,Support,"rgb(98,167,15)"
Humb166161,54.48,-0.01,Humberside,88,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb167161,54.22,-0.27,Humberside,2,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb168161,54.94,-1.36,Humberside,15,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb169161,53.38,-1.89,Humberside,150,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb170161,54.41,-0.49,Humberside,169,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb171161,53.05,2.19,Humberside,216,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb172161,53.94,-3.04,Humberside,110,Stood Down,Support,"rgb(98,167,15)"
Humb173161,53.81,-1.56,Humberside,219,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb174161,54.68,-1.18,Humberside,41,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb175161,54.05,0.93,Humberside,120,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb176161,54.6,2.19,Humberside,131,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb177161,52.87,0.24,Humberside,178,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb178161,54.22,-0.27,Humberside,27,Stood Down,Rescue/ Recovery,"rgb(98,167,15)"
Humb179161,56.4,2.25,Humberside,260,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb180161,53.4,1.78,Humberside,110,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb181161,55.81,3.03,Humberside,317,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb182161,54.41,-1.9,Humberside,128,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb183161,55.06,-2.15,Humberside,388,Complete,Pre-arranged Transfer,"rgb(98,167,15)"
Humb184161,55.04,-1.69,Humberside,272,Complete,Pre-arranged Transfer,"rgb(98,167,15)"
Humb185161,54.3,-0.4,Humberside,52,Stood Down,Search (Only),"rgb(98,167,15)"
Humb186161,53.38,2.57,Humberside,229,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb187161,54.63,-3.17,Humberside,167,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb188161,53.27,0.82,Humberside,100,Stood Down,Search (Only),"rgb(98,167,15)"
Humb189161,53.3,2.15,Humberside,219,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Humb190161,56.19,2.79,Humberside,298,Complete,Rescue/ Recovery,"rgb(98,167,15)"
Inve165161,56.39,2.25,Inverness,255,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve166161,57.94,0.84,Inverness,195,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve167161,56.55,-2.58,Inverness,125,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve168161,57.25,-4.49,Inverness,165,Complete,Support,"rgb(210,95,21)"
Inve169161,57.5,-1.79,Inverness,210,Complete,Rescue/Recovery,"rgb(210,95,21)"
Inve170161,57.7,-2.68,Inverness,17,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve171161,56.27,-5.48,Inverness,270,Stood Down,Rescue/ Recovery,"rgb(210,95,21)"
Inve172161,58.96,-2.9,Inverness,320,Complete,Pre-arranged Transfer,"rgb(210,95,21)"
Inve173161,57.22,-4.83,Inverness,75,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve174161,57.01,-6.27,Inverness,390,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve175161,57.33,-5.0,Inverness,388,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve176161,57.33,-5.0,Inverness,265,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve177161,56.8,-5.04,Inverness,110,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve178161,58.84,-3.22,Inverness,169,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve179161,55.99,-4.21,Inverness,173,Aborted-Weather,Rescue/ Recovery,"rgb(210,95,21)"
Inve180161,57.0,-2.5,Inverness,157,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve181161,56.96,-2.57,Inverness,145,Complete,Support,"rgb(210,95,21)"
Inve182161,57.49,-6.15,Inverness,145,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve183161,58.21,-3.57,Inverness,34,Re-tasked,Rescue/ Recovery,"rgb(210,95,21)"
Inve184161,56.67,-5.0,Inverness,62,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve185161,56.26,-4.32,Inverness,29,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve186161,55.73,-1.01,Inverness,31,Re-tasked,Rescue/Recovery,"rgb(210,95,21)"
Inve187161,57.09,-3.66,Inverness,3,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve188161,55.73,-1.49,Inverness,175,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve189161,57.16,2.29,Inverness,285,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve190161,56.47,-5.75,Inverness,305,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve191161,57.4,-5.5,Inverness,94,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve192161,56.99,-3.32,Inverness,145,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve193161,56.87,-3.18,Inverness,85,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve194161,56.39,-4.74,Inverness,155,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve195161,57.96,-0.91,Inverness,230,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve196161,56.49,-5.46,Inverness,225,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve197161,57.1,-5.45,Inverness,140,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve198161,57.68,-2.14,Inverness,80,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve199161,58.96,-2.7,Inverness,204,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve200161,56.63,-4.86,Inverness,100,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve201161,57.53,-5.6,Inverness,28,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve202161,56.33,-4.12,Inverness,255,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve203161,57.18,-4.07,Inverness,80,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve204161,56.54,-4.24,Inverness,195,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve205161,58.24,-5.4,Inverness,140,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve206161,57.49,-4.45,Inverness,40,Stood down,Support,"rgb(210,95,21)"
Inve207161,56.45,-2.29,Inverness,35,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve208161,57.52,-3.75,Inverness,65,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve209161,57.51,-3.76,Inverness,140,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve210161,57.89,-4.36,Inverness,148,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve211161,57.33,-5.0,Inverness,105,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve212161,56.58,-1.7,Inverness,395,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve213161,57.89,-4.33,Inverness,195,Complete,Support,"rgb(210,95,21)"
Inve214161,56.43,-2.98,Inverness,15,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve215161,56.03,-3.04,Inverness,320,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve216161,57.29,-1.66,Inverness,20,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve217161,57.67,-3.67,Inverness,205,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve218161,58.51,-3.58,Inverness,92,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve219161,57.15,-2.07,Inverness,60,Stood down,Rescue/ Recovery,"rgb(210,95,21)"
Inve220161,58.48,-3.13,Inverness,190,Complete,Pre-arranged Transfer,"rgb(210,95,21)"
Inve221161,56.39,-4.79,Inverness,213,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve222161,58.62,-3.88,Inverness,195,Stood down,Search (only),"rgb(210,95,21)"
Inve223161,57.42,-4.38,Inverness,60,Complete,Rescue/Recovery,"rgb(210,95,21)"
Inve224161,57.76,-4.92,Inverness,430,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve225161,57.52,-2.03,Inverness,15,Stood Down,Search (Only),"rgb(210,95,21)"
Inve226161,57.47,0.51,Inverness,205,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve227161,56.9,-4.39,Inverness,90,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve228161,55.84,-4.43,Inverness,170,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve229161,57.45,-4.25,Inverness,42,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve230161,57.59,-4.41,Inverness,48,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve231161,57.08,-0.14,Inverness,185,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve232161,56.95,1.8,Inverness,285,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve233161,56.66,-4.51,Inverness,170,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve234161,57.31,-4.48,Inverness,115,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve235161,56.89,-4.84,Inverness,65,Stood Down,Search (Only),"rgb(210,95,21)"
Inve236161,56.34,-2.77,Inverness,60,Complete (Nothing Found),Search (Only),"rgb(210,95,21)"
Inve237161,55.91,-3.51,Inverness,145,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve238161,57.81,-4.09,Inverness,75,Stood Down,Search (Only),"rgb(210,95,21)"
Inve239161,57.54,-2.93,Inverness,215,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve240161,58.43,-3.07,Inverness,50,Stood Down,Search (Only),"rgb(210,95,21)"
Inve241161,57.73,-3.39,Inverness,35,False Alarm,Rescue/ Recovery,"rgb(210,95,21)"
Inve242161,56.97,1.8,Inverness,215,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve243161,56.57,-5.04,Inverness,620,Stood Down,Support,"rgb(210,95,21)"
Inve244161,57.33,-5.0,Inverness,132,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve245161,57.33,-5.0,Inverness,140,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve246161,57.45,1.39,Inverness,227,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve247161,58.4,-0.57,Inverness,230,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve248161,56.57,-4.62,Inverness,150,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve249161,58.0,-3.86,Inverness,90,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve250161,56.59,-3.53,Inverness,80,Stood Down,Search (Only),"rgb(210,95,21)"
Inve251161,57.21,-6.09,Inverness,110,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Inve252161,57.84,-5.19,Inverness,123,Complete,Rescue/ Recovery,"rgb(210,95,21)"
Lee81161,50.76,-1.28,Lee On Solent,0,Completed,Rescue/ Recovery,"rgb(0,149,59)"
Lee82161,50.58,-1.2,Lee On Solent,30,Stood down,Rescue/ Recovery,"rgb(0,149,59)"
Lee83161,50.67,-1.1,Lee On Solent,26,Stood Down,Search (Only),"rgb(0,149,59)"
Lee84161,51.7,-0.25,Lee On Solent,15,Stood down,Search (Only),"rgb(0,149,59)"
Lee85161,50.71,-1.3,Lee On Solent,158,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee86161,51.09,-1.97,Lee On Solent,95,Completed,Support,"rgb(0,149,59)"
Lee87161,50.61,-1.95,Lee On Solent,75,Completed,Rescue/ Recovery,"rgb(0,149,59)"
Lee88161,50.7,-1.3,Lee On Solent,55,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee89161,50.18,-1.92,Lee On Solent,129,Completed,Rescue/ Recovery,"rgb(0,149,59)"
Lee90161,51.27,-1.01,Lee On Solent,29,Stood down,Rescue/ Recovery,"rgb(0,149,59)"
Lee91161,50.42,-0.21,Lee On Solent,251,Stood down,Rescue/ Recovery,"rgb(0,149,59)"
Lee92161,50.66,-1.11,Lee On Solent,43,Completed,Search (Only),"rgb(0,149,59)"
Lee93161,50.59,-1.95,Lee On Solent,163,Completed,Rescue/ Recovery,"rgb(0,149,59)"
Lee94161,50.62,-2.26,Lee On Solent,110,Completed,Rescue/ Recovery,"rgb(0,149,59)"
Lee95161,50.6,-2.43,Lee On Solent,49,Re-tasked,Search (Only),"rgb(0,149,59)"
Lee96161,50.55,-2.42,Lee On Solent,51,Completed,Support,"rgb(0,149,59)"
Lee97161,50.72,-1.31,Lee On Solent,61,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee98161,50.62,-1.24,Lee On Solent,103,Completed,Rescue/ Recovery,"rgb(0,149,59)"
Lee99161,50.93,0.78,Lee On Solent,224,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee100161,50.72,-1.84,Lee On Solent,85,Completed,Rescue/ Recovery,"rgb(0,149,59)"
Lee101161,50.71,-1.3,Lee On Solent,70,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee102161,50.76,-0.94,Lee On Solent,23,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee103161,50.71,-1.3,Lee On Solent,74,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee104161,51.39,-0.71,Lee On Solent,26,Stood down,Rescue/ Recovery,"rgb(0,149,59)"
Lee105161,50.77,-0.23,Lee On Solent,112,Completed,Rescue/ Recovery,"rgb(0,149,59)"
Lee106161,50.71,-1.55,Lee On Solent,11,Stood down,Rescue/ Recovery,"rgb(0,149,59)"
Lee107161,50.7,-1.65,Lee On Solent,25,Stood down,Rescue/ Recovery,"rgb(0,149,59)"
Lee108161,50.88,0.73,Lee On Solent,77,Stood down,Search (Only),"rgb(0,149,59)"
Lee109161,50.72,-1.31,Lee On Solent,88,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee110161,50.71,-1.3,Lee On Solent,67,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee111161,50.71,-1.3,Lee On Solent,55,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee112161,50.72,-1.31,Lee On Solent,55,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee113161,50.7,-1.57,Lee On Solent,25,Stood down,Search (Only),"rgb(0,149,59)"
Lee114161,51.25,-0.65,Lee On Solent,10,Stood down,Rescue/ Recovery,"rgb(0,149,59)"
Lee115161,50.7,-1.3,Lee On Solent,48,Completed,Pre-arranged Transfer,"rgb(0,149,59)"
Lee116161,50.53,-0.68,Lee On Solent,117,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee117161,50.65,-1.58,Lee On Solent,31,Completed,Search (Only),"rgb(0,149,59)"
Lee118161,51.58,-0.1,Lee On Solent,22,Stood down,Pre-arranged Transfer,"rgb(0,149,59)"
Lee119161,50.62,-1.96,Lee On Solent,8,Stood down,Search (Only),"rgb(0,149,59)"
Lee120161,50.78,-0.91,Lee On Solent,45,Completed,Search (Only),"rgb(0,149,59)"
Lee121161,50.7,-2.77,Lee On Solent,75,Completed,Support,"rgb(0,149,59)"
Lee122161,50.78,-1.02,Lee On Solent,39,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee123161,50.78,-1.17,Lee On Solent,48,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee124161,50.93,0.79,Lee On Solent,33,Re-tasked,Rescue/ Recovery,"rgb(0,149,59)"
Lee125161,50.91,0.73,Lee On Solent,54,Stood Down,Search (Only),"rgb(0,149,59)"
Lee126161,50.74,-1.17,Lee On Solent,16,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee127161,50.71,-1.3,Lee On Solent,65,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee128161,50.75,-0.64,Lee On Solent,180,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee129161,50.83,-0.24,Lee On Solent,24,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee130161,50.72,-1.84,Lee On Solent,27,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee131161,50.81,-1.43,Lee On Solent,55,Re-tasked,Search (Only),"rgb(0,149,59)"
Lee132161,50.77,-1.85,Lee On Solent,113,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee133161,50.72,-1.31,Lee On Solent,70,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee134161,50.75,-1.09,Lee On Solent,106,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee135161,50.61,-1.95,Lee On Solent,156,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee136161,50.71,-1.3,Lee On Solent,66,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee137161,50.92,-1.05,Lee On Solent,29,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee138161,50.7,-1.28,Lee On Solent,70,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee139161,50.68,-1.56,Lee On Solent,115,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee140161,50.81,-0.14,Lee On Solent,39,Stood Down,Search (Only),"rgb(0,149,59)"
Lee141161,49.44,-2.6,Lee On Solent,157,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee142161,51.21,1.41,Lee On Solent,142,Complete (Nothing Found),Search (Only),"rgb(0,149,59)"
Lee143161,50.6,-1.87,Lee On Solent,18,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee144161,50.72,-1.31,Lee On Solent,106,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee145161,50.84,-2.5,Lee On Solent,34,Stood Down,Rescue/ Recovery,"rgb(0,149,59)"
Lee146161,50.7,-1.3,Lee On Solent,66,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lydd101161,51.02,1.34,Lydd,23,Re-tasked,Search (Only),"rgb(201,146,18)"
Lydd102161,51.54,0.65,Lydd,11,Stood down,Search (Only),"rgb(201,146,18)"
Lydd103161,51.02,1.34,Lydd,99,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd104161,50.8,-0.04,Lydd,98,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd105161,51.02,1.02,Lydd,128,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd106161,51.7,-0.25,Lydd,15,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd107161,50.74,-0.19,Lydd,212,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd108161,51.1,1.22,Lydd,87,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd109161,51.13,1.36,Lydd,37,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd110161,50.46,-0.14,Lydd,140,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd111161,51.12,1.31,Lydd,66,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd112161,50.73,0.24,Lydd,70,Completed,Search (Only),"rgb(201,146,18)"
Lydd113161,51.77,0.91,Lydd,30,Stood down,Rescue/Recovery,"rgb(201,146,18)"
Lydd114161,50.74,0.26,Lydd,97,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd115/61,51.28,-1.38,Lydd,94,Re-tasked,Search (Only),"rgb(201,146,18)"
Lydd116161,51.3,-1.36,Lydd,127,Completed,Support,"rgb(201,146,18)"
Lydd117161,50.93,0.8,Lydd,114,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd118161,52.88,1.88,Lydd,9,Stood Down,Rescue/Recovery,"rgb(201,146,18)"
Lydd119161,51.79,1.15,Lydd,241,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd120161,50.74,0.2,Lydd,23,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd121161,51.08,1.2,Lydd,86,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd122161,51.14,1.62,Lydd,19,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd123161,51.08,1.19,Lydd,121,Completed,Support,"rgb(201,146,18)"
Lydd124161,52.46,1.74,Lydd,6,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd125161,50.79,-0.59,Lydd,172,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd126161,51.97,1.68,Lydd,250,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd127161,51.01,1.41,Lydd,92,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd128161,51.39,0.74,Lydd,18,Stood down,Search (Only),"rgb(201,146,18)"
Lydd129161,51.38,1.28,Lydd,13,Stood down,Search (Only),"rgb(201,146,18)"
Lydd130161,50.75,-0.24,Lydd,97,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd131161,50.9,0.74,Lydd,252,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd132161,50.86,0.6,Lydd,12,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd133161,50.74,0.25,Lydd,34,Stood down,Support,"rgb(201,146,18)"
Lydd134161,51.35,-0.96,Lydd,8,Stood down,Support,"rgb(201,146,18)"
Lydd135161,51.8,2.43,Lydd,170,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd136161,51.38,1.15,Lydd,80,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd137161,51.77,0.93,Lydd,107,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd138161,52.17,1.3,Lydd,55,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd139161,51.31,1.36,Lydd,86,Completed,Rescue/ Recovery,"rgb(201,146,18)"
Lydd140161,51.95,1.34,Lydd,41,Stood down,Search (Only),"rgb(201,146,18)"
Lydd141161,51.12,1.15,Lydd,80,Stood down,Search (Only),"rgb(201,146,18)"
Lydd142161,51.54,0.69,Lydd,7,Re-tasked,Rescue/ Recovery,"rgb(201,146,18)"
Lydd143161,51.9,1.1,Lydd,9,Re-tasked,Rescue/ Recovery,"rgb(201,146,18)"
Lydd144161,50.57,0.74,Lydd,22,Stood down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd145161,51.07,1.16,Lydd,34,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd146161,50.93,0.79,Lydd,79,Complete,Support,"rgb(201,146,18)"
Lydd147161,50.93,0.81,Lydd,49,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd148161,50.92,0.83,Lydd,146,Stood Down,Search (Only),"rgb(201,146,18)"
